image_id,time_s,label,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior_nboxes,theta_rad,dtheta_rad,theta_accum_rad,rot_dir,path_raw,path_crop,path_mask,path_overlay
1762602162333_000056,1762602162,ccw,960,544,464.077,432.292,0.48341,0.79465,25011,0.047892,0.88219,0.9799,0.47533,366,345,195,199,0.64453,AND,2,1,1.950619,-0.555105,0,-1,data\data_ccw\images_raw\1762602162333_000056.jpg,data\data_ccw\images_crop\1762602162333_000056.jpg,data\data_ccw\masks\1762602162333_000056.png,data\data_ccw\overlays\1762602162333_000056.jpg
1762602162539_000057,1762602163,ccw,960,544,530.466,450.193,0.55257,0.82756,18006,0.034478,0.74956,1.07647,0.16191,442,374,183,170,0.57878,AND,3,1,1.094572,-0.660435,0,-1,data\data_ccw\images_raw\1762602162539_000057.jpg,data\data_ccw\images_crop\1762602162539_000057.jpg,data\data_ccw\masks\1762602162539_000057.png,data\data_ccw\overlays\1762602162539_000057.jpg
1762602162735_000058,1762602163,ccw,960,544,567.214,399.289,0.59085,0.73399,19867,0.038043,0.92728,1.2517,0.6819,477,327,184,147,0.73453,AND,0,2,0,-0.660435,0,0,data\data_ccw\images_raw\1762602162735_000058.jpg,data\data_ccw\images_crop\1762602162735_000058.jpg,data\data_ccw\masks\1762602162735_000058.png,data\data_ccw\overlays\1762602162735_000058.jpg
1762602162826_000059,1762602163,ccw,960,544,558.296,329.518,0.58156,0.60573,23071,0.044178,0.86363,0.89552,0.49623,469,227,180,201,0.63769,AND,2,0,0,-0.660435,0,0,data\data_ccw\images_raw\1762602162826_000059.jpg,data\data_ccw\images_crop\1762602162826_000059.jpg,data\data_ccw\masks\1762602162826_000059.png,data\data_ccw\overlays\1762602162826_000059.jpg
1762602163137_000060,1762602163,ccw,960,544,497.89,294.494,0.51864,0.54135,27286,0.052249,0.81236,0.62593,0.39724,418,163,169,270,0.59799,AND,1,1,-1.763801,-1.429713,0,-1,data\data_ccw\images_raw\1762602163137_000060.jpg,data\data_ccw\images_crop\1762602163137_000060.jpg,data\data_ccw\masks\1762602163137_000060.png,data\data_ccw\overlays\1762602163137_000060.jpg
1762602163345_000061,1762602163,ccw,960,544,433.812,310.362,0.45189,0.57052,30720,0.058824,0.81015,0.65744,0.33608,347,170,190,289,0.55946,AND,1,2,-2.537278,-1.200031,0,-1,data\data_ccw\images_raw\1762602163345_000061.jpg,data\data_ccw\images_crop\1762602163345_000061.jpg,data\data_ccw\masks\1762602163345_000061.png,data\data_ccw\overlays\1762602163345_000061.jpg
1762602163524_000062,1762602164,ccw,960,544,433.566,390.218,0.45163,0.71731,26027,0.049838,0.91541,0.89904,0.53958,339,290,187,208,0.66916,AND,1,1,0,-1.200031,0,0,data\data_ccw\images_raw\1762602163524_000062.jpg,data\data_ccw\images_crop\1762602163524_000062.jpg,data\data_ccw\masks\1762602163524_000062.png,data\data_ccw\overlays\1762602163524_000062.jpg
1762602163736_000063,1762602164,ccw,960,544,508.395,422.177,0.52958,0.77606,22043,0.042209,0.86506,0.89163,0.46556,418,341,181,203,0.59992,AND,0,1,0,-1.200031,0,0,data\data_ccw\images_raw\1762602163736_000063.jpg,data\data_ccw\images_crop\1762602163736_000063.jpg,data\data_ccw\masks\1762602163736_000063.png,data\data_ccw\overlays\1762602163736_000063.jpg
1762602163951_000064,1762602164,ccw,960,544,559.851,389.956,0.58318,0.71683,20139,0.038563,0.92072,1.17532,0.59452,473,313,181,154,0.7225,AND,1,2,0,-1.200031,0,0,data\data_ccw\images_raw\1762602163951_000064.jpg,data\data_ccw\images_crop\1762602163951_000064.jpg,data\data_ccw\masks\1762602163951_000064.png,data\data_ccw\overlays\1762602163951_000064.jpg
1762602164020_000065,1762602164,ccw,960,544,575.02,334.049,0.59898,0.61406,22929,0.043905,0.84984,0.94949,0.4409,478,233,188,198,0.61597,AND,1,0,-0.496447,-0.065729,-0.065729,0,data\data_ccw\images_raw\1762602164020_000065.jpg,data\data_ccw\images_crop\1762602164020_000065.jpg,data\data_ccw\masks\1762602164020_000065.png,data\data_ccw\overlays\1762602164020_000065.jpg
1762602164339_000066,1762602164,ccw,960,544,530.194,290.467,0.55229,0.53395,26564,0.050866,0.77709,0.64103,0.35065,446,163,175,273,0.55603,AND,2,1,-1.357934,-0.344244,0,-1,data\data_ccw\images_raw\1762602164339_000066.jpg,data\data_ccw\images_crop\1762602164339_000066.jpg,data\data_ccw\masks\1762602164339_000066.png,data\data_ccw\overlays\1762602164339_000066.jpg
1762602164565_000067,1762602165,ccw,960,544,460.443,299.837,0.47963,0.55117,29778,0.05702,0.79569,0.59322,0.31522,376,163,175,295,0.57681,AND,1,2,-2.3532,-0.572102,0,-1,data\data_ccw\images_raw\1762602164565_000067.jpg,data\data_ccw\images_crop\1762602164565_000067.jpg,data\data_ccw\masks\1762602164565_000067.png,data\data_ccw\overlays\1762602164565_000067.jpg
1762602164720_000068,1762602165,ccw,960,544,436.71,374.083,0.45491,0.68765,27526,0.052708,0.90197,0.82667,0.5116,344,264,186,225,0.65773,AND,1,1,0,-0.572102,0,0,data\data_ccw\images_raw\1762602164720_000068.jpg,data\data_ccw\images_crop\1762602164720_000068.jpg,data\data_ccw\masks\1762602164720_000068.png,data\data_ccw\overlays\1762602164720_000068.jpg
1762602164956_000069,1762602165,ccw,960,544,500.347,438.554,0.52119,0.80617,24226,0.046389,0.91051,0.97396,0.60467,406,352,187,192,0.67474,AND,1,1,1.533279,-1.210713,0,-1,data\data_ccw\images_raw\1762602164956_000069.jpg,data\data_ccw\images_crop\1762602164956_000069.jpg,data\data_ccw\masks\1762602164956_000069.png,data\data_ccw\overlays\1762602164956_000069.jpg
1762602165137_000070,1762602165,ccw,960,544,570.347,424.513,0.59411,0.78035,17537,0.03358,0.70462,0.99474,0.15764,478,354,189,190,0.48836,AND,3,1,0.689713,-1.082212,0,-1,data\data_ccw\images_raw\1762602165137_000070.jpg,data\data_ccw\images_crop\1762602165137_000070.jpg,data\data_ccw\masks\1762602165137_000070.png,data\data_ccw\overlays\1762602165137_000070.jpg
1762602165354_000071,1762602165,ccw,960,544,596.368,361.056,0.62122,0.66371,21807,0.041757,0.88816,1.23214,0.54844,490,274,207,168,0.62707,AND,0,1,-0.14049,-0.994009,0,-1,data\data_ccw\images_raw\1762602165354_000071.jpg,data\data_ccw\images_crop\1762602165354_000071.jpg,data\data_ccw\masks\1762602165354_000071.png,data\data_ccw\overlays\1762602165354_000071.jpg
1762602165554_000072,1762602166,ccw,960,544,552.649,296.987,0.57568,0.54593,25309,0.048463,0.77067,0.73004,0.34917,459,178,192,263,0.50122,AND,2,1,-1.177316,-1.008995,0,-1,data\data_ccw\images_raw\1762602165554_000072.jpg,data\data_ccw\images_crop\1762602165554_000072.jpg,data\data_ccw\masks\1762602165554_000072.png,data\data_ccw\overlays\1762602165554_000072.jpg
1762602165764_000073,1762602166,ccw,960,544,472.217,284.944,0.49189,0.52379,28934,0.055405,0.8136,0.62774,0.40291,390,163,172,274,0.61396,AND,1,2,-2.192636,-1.011208,0,-1,data\data_ccw\images_raw\1762602165764_000073.jpg,data\data_ccw\images_crop\1762602165764_000073.jpg,data\data_ccw\masks\1762602165764_000073.png,data\data_ccw\overlays\1762602165764_000073.jpg
1762602165945_000074,1762602166,ccw,960,544,434.179,315.638,0.45227,0.58022,21253,0.040696,0.67982,0.66154,0.15337,357,184,172,260,0.47525,AND,2,1,-2.762554,-0.856757,0,-1,data\data_ccw\images_raw\1762602165945_000074.jpg,data\data_ccw\images_crop\1762602165945_000074.jpg,data\data_ccw\masks\1762602165945_000074.png,data\data_ccw\overlays\1762602165945_000074.jpg
1762602166162_000075,1762602166,ccw,960,544,448.367,386.292,0.46705,0.7101,26335,0.050428,0.95036,0.93069,0.71021,356,287,188,202,0.69348,AND,0,2,0,-0.856757,0,0,data\data_ccw\images_raw\1762602166162_000075.jpg,data\data_ccw\images_crop\1762602166162_000075.jpg,data\data_ccw\masks\1762602166162_000075.png,data\data_ccw\overlays\1762602166162_000075.jpg
1762602166349_000076,1762602166,ccw,960,544,536.175,439.191,0.55852,0.80734,22873,0.043798,0.9099,0.99468,0.56353,446,356,187,188,0.65061,AND,1,1,1.155334,-1.384746,0,-1,data\data_ccw\images_raw\1762602166349_000076.jpg,data\data_ccw\images_crop\1762602166349_000076.jpg,data\data_ccw\masks\1762602166349_000076.png,data\data_ccw\overlays\1762602166349_000076.jpg
1762602166557_000077,1762602167,ccw,960,544,578.1,396.623,0.60219,0.72909,17616,0.033732,0.7624,1.26797,0.18669,480,328,194,153,0.59349,AND,2,2,0.412251,-1.160164,0,-1,data\data_ccw\images_raw\1762602166557_000077.jpg,data\data_ccw\images_crop\1762602166557_000077.jpg,data\data_ccw\masks\1762602166557_000077.png,data\data_ccw\overlays\1762602166557_000077.jpg
1762602166647_000078,1762602167,ccw,960,544,574.937,333.59,0.59889,0.61322,23261,0.044541,0.73141,0.79134,0.34556,473,234,201,254,0.45562,AND,1,0,0,-1.160164,0,0,data\data_ccw\images_raw\1762602166647_000078.jpg,data\data_ccw\images_crop\1762602166647_000078.jpg,data\data_ccw\masks\1762602166647_000078.png,data\data_ccw\overlays\1762602166647_000078.jpg
1762602166967_000079,1762602167,ccw,960,544,515.59,288.24,0.53707,0.52985,26727,0.051179,0.7795,0.63139,0.34743,432,163,173,274,0.56385,AND,0,1,0,-1.160164,0,0,data\data_ccw\images_raw\1762602166967_000079.jpg,data\data_ccw\images_crop\1762602166967_000079.jpg,data\data_ccw\masks\1762602166967_000079.png,data\data_ccw\overlays\1762602166967_000079.jpg
1762602167167_000080,1762602167,ccw,960,544,447.292,307.605,0.46593,0.56545,30086,0.05761,0.80171,0.58923,0.3308,362,167,175,297,0.57886,AND,1,2,-2.604895,-1.810108,0,-1,data\data_ccw\images_raw\1762602167167_000080.jpg,data\data_ccw\images_crop\1762602167167_000080.jpg,data\data_ccw\masks\1762602167167_000080.png,data\data_ccw\overlays\1762602167167_000080.jpg
1762602167359_000081,1762602167,ccw,960,544,445.257,396.77,0.46381,0.72936,25854,0.049507,0.93166,0.88889,0.61012,354,298,184,207,0.67881,AND,1,1,2.478077,-1.596645,0,-1,data\data_ccw\images_raw\1762602167359_000081.jpg,data\data_ccw\images_crop\1762602167359_000081.jpg,data\data_ccw\masks\1762602167359_000081.png,data\data_ccw\overlays\1762602167359_000081.jpg
1762602167562_000082,1762602168,ccw,960,544,514.9,438.518,0.53635,0.8061,22330,0.042759,0.90922,0.98396,0.50181,424,357,184,187,0.64899,AND,1,2,1.410043,-1.411631,0,-1,data\data_ccw\images_raw\1762602167562_000082.jpg,data\data_ccw\images_crop\1762602167562_000082.jpg,data\data_ccw\masks\1762602167562_000082.png,data\data_ccw\overlays\1762602167562_000082.jpg
1762602167757_000083,1762602168,ccw,960,544,563.495,396.35,0.58697,0.72858,16756,0.032086,0.77385,1.28966,0.21685,472,329,187,145,0.61798,AND,1,1,0,-1.411631,0,0,data\data_ccw\images_raw\1762602167757_000083.jpg,data\data_ccw\images_crop\1762602167757_000083.jpg,data\data_ccw\masks\1762602167757_000083.png,data\data_ccw\overlays\1762602167757_000083.jpg
1762602167963_000084,1762602168,ccw,960,544,572.737,329.234,0.5966,0.60521,21973,0.042075,0.8242,1.02073,0.34814,472,233,197,193,0.57793,AND,4,1,0,-1.411631,0,0,data\data_ccw\images_raw\1762602167963_000084.jpg,data\data_ccw\images_crop\1762602167963_000084.jpg,data\data_ccw\masks\1762602167963_000084.png,data\data_ccw\overlays\1762602167963_000084.jpg
1762602168182_000085,1762602168,ccw,960,544,530.254,286.05,0.55235,0.52583,26607,0.050948,0.77003,0.64835,0.36431,445,163,177,273,0.55063,AND,0,2,-1.456513,-1.920855,0,-1,data\data_ccw\images_raw\1762602168182_000085.jpg,data\data_ccw\images_crop\1762602168182_000085.jpg,data\data_ccw\masks\1762602168182_000085.png,data\data_ccw\overlays\1762602168182_000085.jpg
1762602168248_000086,1762602168,ccw,960,544,462.076,303.701,0.48133,0.55827,30074,0.057588,0.70503,0.47185,0.23766,376,163,176,373,0.45812,AND,1,0,0,-1.920855,0,0,data\data_ccw\images_raw\1762602168248_000086.jpg,data\data_ccw\images_crop\1762602168248_000086.jpg,data\data_ccw\masks\1762602168248_000086.png,data\data_ccw\overlays\1762602168248_000086.jpg
1762602168559_000087,1762602169,ccw,960,544,440.015,371.22,0.45835,0.68239,26498,0.050739,0.92917,0.84651,0.64287,352,262,182,215,0.67718,AND,0,1,2.802026,-1.957182,0,-1,data\data_ccw\images_raw\1762602168559_000087.jpg,data\data_ccw\images_crop\1762602168559_000087.jpg,data\data_ccw\masks\1762602168559_000087.png,data\data_ccw\overlays\1762602168559_000087.jpg
1762602168775_000088,1762602169,ccw,960,544,528.16,427.323,0.55017,0.78552,21397,0.040972,0.96529,1.12963,0.78313,440,349,183,162,0.72175,AND,0,1,1.253754,-1.814063,0,-1,data\data_ccw\images_raw\1762602168775_000088.jpg,data\data_ccw\images_crop\1762602168775_000088.jpg,data\data_ccw\masks\1762602168775_000088.png,data\data_ccw\overlays\1762602168775_000088.jpg
1762602168977_000089,1762602169,ccw,960,544,582.001,386.188,0.60625,0.7099,18044,0.034551,0.77846,1.2293,0.22355,483,311,193,157,0.59549,AND,1,2,0.322957,-1.50492,0,-1,data\data_ccw\images_raw\1762602168977_000089.jpg,data\data_ccw\images_crop\1762602168977_000089.jpg,data\data_ccw\masks\1762602168977_000089.png,data\data_ccw\overlays\1762602168977_000089.jpg
1762602169062_000090,1762602169,ccw,960,544,581.876,321.484,0.60612,0.59096,23282,0.044582,0.82794,0.98077,0.43428,479,217,204,208,0.5487,AND,1,0,0,-1.50492,0,0,data\data_ccw\images_raw\1762602169062_000090.jpg,data\data_ccw\images_crop\1762602169062_000090.jpg,data\data_ccw\masks\1762602169062_000090.png,data\data_ccw\overlays\1762602169062_000090.jpg
1762602169368_000091,1762602169,ccw,960,544,527.143,286.989,0.54911,0.52755,26831,0.051377,0.78095,0.64815,0.36637,444,163,175,270,0.56785,AND,0,1,0,-1.50492,0,0,data\data_ccw\images_raw\1762602169368_000091.jpg,data\data_ccw\images_crop\1762602169368_000091.jpg,data\data_ccw\masks\1762602169368_000091.png,data\data_ccw\overlays\1762602169368_000091.jpg
1762602169589_000092,1762602170,ccw,960,544,456.975,300.68,0.47602,0.55272,29548,0.056579,0.78967,0.58,0.31566,373,163,174,300,0.56605,AND,1,2,-2.554109,-1.985171,0,-1,data\data_ccw\images_raw\1762602169589_000092.jpg,data\data_ccw\images_crop\1762602169589_000092.jpg,data\data_ccw\masks\1762602169589_000092.png,data\data_ccw\overlays\1762602169589_000092.jpg
1762602169747_000093,1762602170,ccw,960,544,453.714,394.412,0.47262,0.72502,26174,0.050119,0.92967,0.85915,0.61249,363,293,183,213,0.67149,AND,1,1,2.43394,-1.743659,0,-1,data\data_ccw\images_raw\1762602169747_000093.jpg,data\data_ccw\images_crop\1762602169747_000093.jpg,data\data_ccw\masks\1762602169747_000093.png,data\data_ccw\overlays\1762602169747_000093.jpg
1762602169975_000094,1762602170,ccw,960,544,522.609,423.984,0.54438,0.77938,14824,0.028386,0.78376,1.2381,0.23642,442,359,182,147,0.5541,AND,1,1,0,-1.743659,0,0,data\data_ccw\images_raw\1762602169975_000094.jpg,data\data_ccw\images_crop\1762602169975_000094.jpg,data\data_ccw\masks\1762602169975_000094.png,data\data_ccw\overlays\1762602169975_000094.jpg
1762602170190_000095,1762602170,ccw,960,544,583.051,393.542,0.60735,0.72342,17134,0.03281,0.75346,1.27815,0.19332,486,325,193,151,0.58795,AND,2,2,0.429614,-1.834892,0,-1,data\data_ccw\images_raw\1762602170190_000095.jpg,data\data_ccw\images_crop\1762602170190_000095.jpg,data\data_ccw\masks\1762602170190_000095.png,data\data_ccw\overlays\1762602170190_000095.jpg
1762602170261_000096,1762602170,ccw,960,544,592.422,324.973,0.61711,0.59738,22902,0.043854,0.84531,1.07732,0.46233,486,225,209,194,0.56485,AND,1,0,-0.507818,-1.520781,0,-1,data\data_ccw\images_raw\1762602170261_000096.jpg,data\data_ccw\images_crop\1762602170261_000096.jpg,data\data_ccw\masks\1762602170261_000096.png,data\data_ccw\overlays\1762602170261_000096.jpg
1762602170577_000097,1762602171,ccw,960,544,544.195,281.452,0.56687,0.51738,26467,0.050681,0.75907,0.68519,0.3359,455,163,185,270,0.52988,AND,0,1,-1.406939,-1.3032,0,-1,data\data_ccw\images_raw\1762602170577_000097.jpg,data\data_ccw\images_crop\1762602170577_000097.jpg,data\data_ccw\masks\1762602170577_000097.png,data\data_ccw\overlays\1762602170577_000097.jpg
1762602170782_000098,1762602171,ccw,960,544,465.802,302.718,0.48521,0.55647,29788,0.05704,0.78243,0.5786,0.28541,383,163,173,299,0.57588,AND,1,2,-2.557736,-1.249859,0,-1,data\data_ccw\images_raw\1762602170782_000098.jpg,data\data_ccw\images_crop\1762602170782_000098.jpg,data\data_ccw\masks\1762602170782_000098.png,data\data_ccw\overlays\1762602170782_000098.jpg
1762602170960_000099,1762602171,ccw,960,544,459.972,409.263,0.47914,0.75232,25061,0.047988,0.90663,0.95833,0.60975,366,318,184,192,0.70938,AND,0,1,2.315047,-1.306049,0,-1,data\data_ccw\images_raw\1762602170960_000099.jpg,data\data_ccw\images_crop\1762602170960_000099.jpg,data\data_ccw\masks\1762602170960_000099.png,data\data_ccw\overlays\1762602170960_000099.jpg
1762602222635_000000,1762602223,play,960,544,585.968,389.371,0.61038,0.71575,41910,0.08025,0.66521,0.79056,0.1687,432,205,268,339,0.4613,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602222635_000000.jpg,data\data_play\images_crop\1762602222635_000000.jpg,data\data_play\masks\1762602222635_000000.png,data\data_play\overlays\1762602222635_000000.jpg
1762602222825_000001,1762602223,play,960,544,584.231,389.191,0.60857,0.71542,41953,0.080334,0.66748,0.79351,0.16813,430,205,269,339,0.46006,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602222825_000001.jpg,data\data_play\images_crop\1762602222825_000001.jpg,data\data_play\masks\1762602222825_000001.png,data\data_play\overlays\1762602222825_000001.jpg
1762602223016_000002,1762602223,play,960,544,582.2,389.947,0.60646,0.71681,42274,0.080947,0.66442,0.79118,0.16731,427,204,269,340,0.46221,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602223016_000002.jpg,data\data_play\images_crop\1762602223016_000002.jpg,data\data_play\masks\1762602223016_000002.png,data\data_play\overlays\1762602223016_000002.jpg
1762602223230_000003,1762602223,play,960,544,583.823,390.23,0.60815,0.71733,41795,0.08003,0.66583,0.78994,0.16663,430,206,267,338,0.46312,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602223230_000003.jpg,data\data_play\images_crop\1762602223230_000003.jpg,data\data_play\masks\1762602223230_000003.png,data\data_play\overlays\1762602223230_000003.jpg
1762602223421_000004,1762602223,play,960,544,584.157,390.308,0.6085,0.71748,41683,0.079816,0.66505,0.79228,0.16411,431,207,267,337,0.46325,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602223421_000004.jpg,data\data_play\images_crop\1762602223421_000004.jpg,data\data_play\masks\1762602223421_000004.png,data\data_play\overlays\1762602223421_000004.jpg
1762602223631_000005,1762602224,play,960,544,583.379,388.822,0.60769,0.71475,41772,0.079986,0.66716,0.78466,0.16788,430,205,266,339,0.46324,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602223631_000005.jpg,data\data_play\images_crop\1762602223631_000005.jpg,data\data_play\masks\1762602223631_000005.png,data\data_play\overlays\1762602223631_000005.jpg
1762602223828_000006,1762602224,play,960,544,585.504,388.048,0.6099,0.71332,41800,0.08004,0.66708,0.78235,0.16593,432,204,266,340,0.46218,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602223828_000006.jpg,data\data_play\images_crop\1762602223828_000006.jpg,data\data_play\masks\1762602223828_000006.png,data\data_play\overlays\1762602223828_000006.jpg
1762602224034_000007,1762602224,play,960,544,587.014,384.588,0.61147,0.70696,41731,0.079909,0.66783,0.77551,0.16841,433,201,266,343,0.45739,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602224034_000007.jpg,data\data_play\images_crop\1762602224034_000007.jpg,data\data_play\masks\1762602224034_000007.png,data\data_play\overlays\1762602224034_000007.jpg
1762602224236_000008,1762602224,play,960,544,588.525,383.269,0.61305,0.70454,42144,0.080699,0.64279,0.7659,0.1534,435,198,265,346,0.45964,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602224236_000008.jpg,data\data_play\images_crop\1762602224236_000008.jpg,data\data_play\masks\1762602224236_000008.png,data\data_play\overlays\1762602224236_000008.jpg
1762602224422_000009,1762602224,play,960,544,590.447,382.603,0.61505,0.70331,42378,0.081147,0.6441,0.76437,0.15429,437,196,266,348,0.4578,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602224422_000009.jpg,data\data_play\images_crop\1762602224422_000009.jpg,data\data_play\masks\1762602224422_000009.png,data\data_play\overlays\1762602224422_000009.jpg
1762602224643_000010,1762602225,play,960,544,588.514,381.061,0.61304,0.70048,42154,0.080719,0.66879,0.75931,0.16546,435,195,265,349,0.4558,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602224643_000010.jpg,data\data_play\images_crop\1762602224643_000010.jpg,data\data_play\masks\1762602224643_000010.png,data\data_play\overlays\1762602224643_000010.jpg
1762602224837_000011,1762602225,play,960,544,589.281,382.784,0.61383,0.70365,42537,0.081452,0.64327,0.76149,0.15441,436,196,265,348,0.46126,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602224837_000011.jpg,data\data_play\images_crop\1762602224837_000011.jpg,data\data_play\masks\1762602224837_000011.png,data\data_play\overlays\1762602224837_000011.jpg
1762602225048_000012,1762602225,play,960,544,589.36,382.689,0.61392,0.70347,42454,0.081293,0.64262,0.76437,0.15431,436,196,266,348,0.45863,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602225048_000012.jpg,data\data_play\images_crop\1762602225048_000012.jpg,data\data_play\masks\1762602225048_000012.png,data\data_play\overlays\1762602225048_000012.jpg
1762602225228_000013,1762602225,play,960,544,588.409,381.192,0.61293,0.70072,42283,0.080966,0.63957,0.75714,0.15134,435,194,265,350,0.45589,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602225228_000013.jpg,data\data_play\images_crop\1762602225228_000013.jpg,data\data_play\masks\1762602225228_000013.png,data\data_play\overlays\1762602225228_000013.jpg
1762602225430_000014,1762602225,play,960,544,588.47,380.944,0.61299,0.70026,42170,0.080748,0.64001,0.75645,0.15007,436,195,264,349,0.45769,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602225430_000014.jpg,data\data_play\images_crop\1762602225430_000014.jpg,data\data_play\masks\1762602225430_000014.png,data\data_play\overlays\1762602225430_000014.jpg
1762602225657_000015,1762602226,play,960,544,587.224,378.748,0.61169,0.69623,41700,0.079848,0.66586,0.75429,0.16248,434,194,264,350,0.4513,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602225657_000015.jpg,data\data_play\images_crop\1762602225657_000015.jpg,data\data_play\masks\1762602225657_000015.png,data\data_play\overlays\1762602225657_000015.jpg
1762602225837_000016,1762602226,play,960,544,586.894,377.333,0.61135,0.69363,41827,0.080092,0.66711,0.74716,0.16508,434,192,263,352,0.45181,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602225837_000016.jpg,data\data_play\images_crop\1762602225837_000016.jpg,data\data_play\masks\1762602225837_000016.png,data\data_play\overlays\1762602225837_000016.jpg
1762602226045_000017,1762602226,play,960,544,589.243,377.672,0.61379,0.69425,41673,0.079798,0.66562,0.74716,0.16069,437,192,263,352,0.45015,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602226045_000017.jpg,data\data_play\images_crop\1762602226045_000017.jpg,data\data_play\masks\1762602226045_000017.png,data\data_play\overlays\1762602226045_000017.jpg
1762602226237_000018,1762602226,play,960,544,588.536,376.617,0.61306,0.69231,41802,0.080044,0.66431,0.74504,0.16346,436,191,263,353,0.45026,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602226237_000018.jpg,data\data_play\images_crop\1762602226237_000018.jpg,data\data_play\masks\1762602226237_000018.png,data\data_play\overlays\1762602226237_000018.jpg
1762602226436_000019,1762602226,play,960,544,588.893,378.553,0.61343,0.69587,42106,0.080626,0.66609,0.74716,0.16519,436,192,263,352,0.45483,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602226436_000019.jpg,data\data_play\images_crop\1762602226436_000019.jpg,data\data_play\masks\1762602226436_000019.png,data\data_play\overlays\1762602226436_000019.jpg
1762602226636_000020,1762602227,play,960,544,590.024,379.811,0.61461,0.69818,42233,0.08087,0.63375,0.75214,0.14904,437,193,264,351,0.45577,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602226636_000020.jpg,data\data_play\images_crop\1762602226636_000020.jpg,data\data_play\masks\1762602226636_000020.png,data\data_play\overlays\1762602226636_000020.jpg
1762602226839_000021,1762602227,play,960,544,591.623,380.738,0.61627,0.69989,42546,0.081468,0.63686,0.75214,0.15133,439,193,264,351,0.45914,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602226839_000021.jpg,data\data_play\images_crop\1762602226839_000021.jpg,data\data_play\masks\1762602226839_000021.png,data\data_play\overlays\1762602226839_000021.jpg
1762602227059_000022,1762602227,play,960,544,591.591,380.382,0.61624,0.69923,42459,0.081302,0.63495,0.75499,0.15019,439,193,265,351,0.45647,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602227059_000022.jpg,data\data_play\images_crop\1762602227059_000022.jpg,data\data_play\masks\1762602227059_000022.png,data\data_play\overlays\1762602227059_000022.jpg
1762602227251_000023,1762602227,play,960,544,591.617,379.856,0.61627,0.69827,42398,0.081186,0.6335,0.75284,0.14888,439,192,265,352,0.45453,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602227251_000023.jpg,data\data_play\images_crop\1762602227251_000023.jpg,data\data_play\masks\1762602227251_000023.png,data\data_play\overlays\1762602227251_000023.jpg
1762602227450_000024,1762602227,play,960,544,591.463,378.309,0.61611,0.69542,41960,0.080347,0.66477,0.75,0.16464,439,192,264,352,0.45154,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602227450_000024.jpg,data\data_play\images_crop\1762602227450_000024.jpg,data\data_play\masks\1762602227450_000024.png,data\data_play\overlays\1762602227450_000024.jpg
1762602227641_000025,1762602228,play,960,544,591.752,380.075,0.61641,0.69867,42063,0.080543,0.63284,0.75214,0.14942,439,193,264,351,0.45393,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602227641_000025.jpg,data\data_play\images_crop\1762602227641_000025.jpg,data\data_play\masks\1762602227641_000025.png,data\data_play\overlays\1762602227641_000025.jpg
1762602227859_000026,1762602228,play,960,544,591.498,379.433,0.61614,0.69749,41852,0.080139,0.6324,0.74929,0.14797,440,193,263,351,0.45337,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602227859_000026.jpg,data\data_play\images_crop\1762602227859_000026.jpg,data\data_play\masks\1762602227859_000026.png,data\data_play\overlays\1762602227859_000026.jpg
1762602228049_000027,1762602228,play,960,544,590.873,379.541,0.61549,0.69768,41791,0.080023,0.63365,0.74359,0.14816,440,193,261,351,0.45618,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602228049_000027.jpg,data\data_play\images_crop\1762602228049_000027.jpg,data\data_play\masks\1762602228049_000027.png,data\data_play\overlays\1762602228049_000027.jpg
