image_id,time_s,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior,prior_nboxes,gesture,label,path_raw,path_crop,path_mask,path_overlay
1762560942976_000246,1762560942.976,640,480,430.772,310.212,0.67308,0.64628,16613,0.05408,0.91203,1.10828,0.62584,340,237,174,157,0.60815,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560942976_000246.jpg,data_pause\images_crop\1762560942976_000246.jpg,data_pause\masks\1762560942976_000246.png,data_pause\overlays\1762560942976_000246.jpg
1762560943070_000247,1762560943.07,640,480,433.484,311.301,0.67732,0.64854,16939,0.055142,0.92037,1.09494,0.6455,342,238,173,158,0.61972,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943070_000247.jpg,data_pause\images_crop\1762560943070_000247.jpg,data_pause\masks\1762560943070_000247.png,data_pause\overlays\1762560943070_000247.jpg
1762560943164_000248,1762560943.164,640,480,434.981,309.243,0.67966,0.64426,16965,0.055226,0.91959,1.01829,0.61579,346,232,167,164,0.61945,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943164_000248.jpg,data_pause\images_crop\1762560943164_000248.jpg,data_pause\masks\1762560943164_000248.png,data_pause\overlays\1762560943164_000248.jpg
1762560943260_000249,1762560943.26,640,480,437.244,306.893,0.68319,0.63936,17196,0.055977,0.92342,0.93023,0.64864,352,226,160,172,0.62485,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943260_000249.jpg,data_pause\images_crop\1762560943260_000249.jpg,data_pause\masks\1762560943260_000249.png,data_pause\overlays\1762560943260_000249.jpg
1762560943355_000250,1762560943.355,640,480,437.596,306.932,0.68374,0.63944,17409,0.05667,0.93256,0.90173,0.66046,354,226,156,173,0.64506,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943355_000250.jpg,data_pause\images_crop\1762560943355_000250.jpg,data_pause\masks\1762560943355_000250.png,data_pause\overlays\1762560943355_000250.jpg
1762560943446_000251,1762560943.446,640,480,435.565,309.226,0.68057,0.64422,17527,0.057056,0.93026,0.875,0.64524,353,227,154,176,0.64668,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943446_000251.jpg,data_pause\images_crop\1762560943446_000251.jpg,data_pause\masks\1762560943446_000251.png,data_pause\overlays\1762560943446_000251.jpg
1762560943535_000252,1762560943.535,640,480,434.271,310.996,0.67855,0.64791,17716,0.057671,0.92766,0.85955,0.64367,352,228,153,178,0.65053,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943535_000252.jpg,data_pause\images_crop\1762560943535_000252.jpg,data_pause\masks\1762560943535_000252.png,data_pause\overlays\1762560943535_000252.jpg
1762560943624_000253,1762560943.624,640,480,433.088,311.928,0.6767,0.64985,17675,0.057537,0.93484,0.87006,0.67469,350,229,154,177,0.64845,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943624_000253.jpg,data_pause\images_crop\1762560943624_000253.jpg,data_pause\masks\1762560943624_000253.png,data_pause\overlays\1762560943624_000253.jpg
1762560943711_000254,1762560943.711,640,480,432.909,310.248,0.67642,0.64635,17688,0.05758,0.93617,0.88,0.67163,350,229,154,175,0.65635,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943711_000254.jpg,data_pause\images_crop\1762560943711_000254.jpg,data_pause\masks\1762560943711_000254.png,data_pause\overlays\1762560943711_000254.jpg
1762560943800_000255,1762560943.8,640,480,432.978,309.949,0.67653,0.64573,17444,0.056785,0.91874,0.875,0.58137,351,228,154,176,0.64361,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943800_000255.jpg,data_pause\images_crop\1762560943800_000255.jpg,data_pause\masks\1762560943800_000255.png,data_pause\overlays\1762560943800_000255.jpg
1762560943889_000256,1762560943.889,640,480,433.328,309.986,0.67708,0.6458,17440,0.056771,0.92736,0.87429,0.60915,351,229,153,175,0.65135,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560943889_000256.jpg,data_pause\images_crop\1762560943889_000256.jpg,data_pause\masks\1762560943889_000256.png,data_pause\overlays\1762560943889_000256.jpg
1762560943980_000257,1762560943.98,640,480,433.591,310.363,0.67749,0.64659,17319,0.056377,0.92462,0.88571,0.5684,351,229,155,175,0.63849,YCrCb,1,mediapipe,1,Point,pause,data_pause\images_raw\1762560943980_000257.jpg,data_pause\images_crop\1762560943980_000257.jpg,data_pause\masks\1762560943980_000257.png,data_pause\overlays\1762560943980_000257.jpg
1762560944073_000258,1762560944.073,640,480,434.071,310.599,0.67824,0.64708,17397,0.056631,0.93017,0.88571,0.63271,351,229,155,175,0.64136,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944073_000258.jpg,data_pause\images_crop\1762560944073_000258.jpg,data_pause\masks\1762560944073_000258.png,data_pause\overlays\1762560944073_000258.jpg
1762560944166_000259,1762560944.166,640,480,433.941,310.898,0.67803,0.6477,17515,0.057015,0.92537,0.88068,0.61959,351,229,155,176,0.64205,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944166_000259.jpg,data_pause\images_crop\1762560944166_000259.jpg,data_pause\masks\1762560944166_000259.png,data_pause\overlays\1762560944166_000259.jpg
1762560944261_000260,1762560944.261,640,480,434.449,311.921,0.67883,0.64983,17587,0.057251,0.9368,0.87429,0.66588,352,231,153,175,0.65686,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944261_000260.jpg,data_pause\images_crop\1762560944261_000260.jpg,data_pause\masks\1762560944261_000260.png,data_pause\overlays\1762560944261_000260.jpg
1762560944356_000261,1762560944.356,640,480,434.136,311.324,0.67834,0.64859,17352,0.056486,0.93145,0.86857,0.63624,353,230,152,175,0.65235,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944356_000261.jpg,data_pause\images_crop\1762560944356_000261.jpg,data_pause\masks\1762560944356_000261.png,data_pause\overlays\1762560944356_000261.jpg
1762560944446_000262,1762560944.446,640,480,435.074,311.091,0.6798,0.64811,17499,0.056963,0.93119,0.85795,0.65851,354,229,151,176,0.65845,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944446_000262.jpg,data_pause\images_crop\1762560944446_000262.jpg,data_pause\masks\1762560944446_000262.png,data_pause\overlays\1762560944446_000262.jpg
1762560944535_000263,1762560944.535,640,480,434.254,311.065,0.67852,0.64805,17502,0.056973,0.93069,0.82022,0.61884,356,228,146,178,0.67346,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944535_000263.jpg,data_pause\images_crop\1762560944535_000263.jpg,data_pause\masks\1762560944535_000263.png,data_pause\overlays\1762560944535_000263.jpg
1762560944625_000264,1762560944.625,640,480,436.081,312.214,0.68138,0.65045,17346,0.056466,0.93168,0.74176,0.60389,364,227,135,182,0.706,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944625_000264.jpg,data_pause\images_crop\1762560944625_000264.jpg,data_pause\masks\1762560944625_000264.png,data_pause\overlays\1762560944625_000264.jpg
1762560944713_000265,1762560944.713,640,480,439.042,313.31,0.686,0.65273,17274,0.056232,0.94072,0.68449,0.6528,374,224,128,187,0.7217,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944713_000265.jpg,data_pause\images_crop\1762560944713_000265.jpg,data_pause\masks\1762560944713_000265.png,data_pause\overlays\1762560944713_000265.jpg
1762560944803_000266,1762560944.803,640,480,440.811,311.515,0.68877,0.64899,17323,0.05639,0.93744,0.67016,0.64434,377,218,128,191,0.70857,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944803_000266.jpg,data_pause\images_crop\1762560944803_000266.jpg,data_pause\masks\1762560944803_000266.png,data_pause\overlays\1762560944803_000266.jpg
1762560944893_000267,1762560944.893,640,480,443.632,312.298,0.69317,0.65062,17173,0.055902,0.93286,0.68449,0.65436,380,222,128,187,0.71745,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944893_000267.jpg,data_pause\images_crop\1762560944893_000267.jpg,data_pause\masks\1762560944893_000267.png,data_pause\overlays\1762560944893_000267.jpg
1762560944982_000268,1762560944.982,640,480,444.646,311.993,0.69476,0.64999,17349,0.056476,0.93139,0.67539,0.62419,381,219,129,191,0.70415,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560944982_000268.jpg,data_pause\images_crop\1762560944982_000268.jpg,data_pause\masks\1762560944982_000268.png,data_pause\overlays\1762560944982_000268.jpg
1762560945071_000269,1762560945.071,640,480,446.922,310.514,0.69832,0.64691,17348,0.056473,0.9405,0.68984,0.66207,383,221,129,187,0.71917,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945071_000269.jpg,data_pause\images_crop\1762560945071_000269.jpg,data_pause\masks\1762560945071_000269.png,data_pause\overlays\1762560945071_000269.jpg
1762560945157_000270,1762560945.157,640,480,448.299,310.384,0.70047,0.64663,17408,0.056667,0.92845,0.66839,0.60085,385,216,129,193,0.6992,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945157_000270.jpg,data_pause\images_crop\1762560945157_000270.jpg,data_pause\masks\1762560945157_000270.png,data_pause\overlays\1762560945157_000270.jpg
1762560945245_000271,1762560945.245,640,480,447.669,310.971,0.69948,0.64786,17372,0.056549,0.93323,0.67553,0.62843,382,221,127,188,0.72759,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945245_000271.jpg,data_pause\images_crop\1762560945245_000271.jpg,data_pause\masks\1762560945245_000271.png,data_pause\overlays\1762560945245_000271.jpg
1762560945330_000272,1762560945.33,640,480,447.028,310.681,0.69848,0.64725,17328,0.056408,0.91311,0.69312,0.52654,379,221,131,189,0.69989,YCrCb,1,mediapipe,1,Point,pause,data_pause\images_raw\1762560945330_000272.jpg,data_pause\images_crop\1762560945330_000272.jpg,data_pause\masks\1762560945330_000272.png,data_pause\overlays\1762560945330_000272.jpg
1762560945420_000273,1762560945.42,640,480,447.92,312.48,0.69987,0.651,17563,0.057173,0.93306,0.69474,0.61525,378,221,132,190,0.7003,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945420_000273.jpg,data_pause\images_crop\1762560945420_000273.jpg,data_pause\masks\1762560945420_000273.png,data_pause\overlays\1762560945420_000273.jpg
1762560945508_000274,1762560945.508,640,480,445.968,315.694,0.69682,0.6577,17416,0.056694,0.92965,0.68783,0.60369,377,226,130,189,0.70885,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945508_000274.jpg,data_pause\images_crop\1762560945508_000274.jpg,data_pause\masks\1762560945508_000274.png,data_pause\overlays\1762560945508_000274.jpg
1762560945595_000275,1762560945.595,640,480,439.854,320.275,0.68727,0.66724,16961,0.055213,0.93131,0.68817,0.64544,372,232,128,186,0.71243,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945595_000275.jpg,data_pause\images_crop\1762560945595_000275.jpg,data_pause\masks\1762560945595_000275.png,data_pause\overlays\1762560945595_000275.jpg
1762560945682_000276,1762560945.682,640,480,432.352,323.428,0.67555,0.67381,16181,0.052674,0.92492,0.68306,0.62261,366,237,125,183,0.70739,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945682_000276.jpg,data_pause\images_crop\1762560945682_000276.jpg,data_pause\masks\1762560945682_000276.png,data_pause\overlays\1762560945682_000276.jpg
1762560945772_000277,1762560945.772,640,480,429.364,324.37,0.67088,0.67577,15575,0.0507,0.92977,0.69663,0.64216,363,240,124,178,0.70565,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945772_000277.jpg,data_pause\images_crop\1762560945772_000277.jpg,data_pause\masks\1762560945772_000277.png,data_pause\overlays\1762560945772_000277.jpg
1762560945860_000278,1762560945.86,640,480,424.919,327.415,0.66394,0.68211,15253,0.049652,0.92199,0.69492,0.63491,360,244,123,177,0.70061,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945860_000278.jpg,data_pause\images_crop\1762560945860_000278.jpg,data_pause\masks\1762560945860_000278.png,data_pause\overlays\1762560945860_000278.jpg
1762560945946_000279,1762560945.946,640,480,418.747,330.046,0.65429,0.6876,14184,0.046174,0.9065,0.69767,0.54068,356,250,120,172,0.68723,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560945946_000279.jpg,data_pause\images_crop\1762560945946_000279.jpg,data_pause\masks\1762560945946_000279.png,data_pause\overlays\1762560945946_000279.jpg
1762560946028_000280,1762560946.028,640,480,415.651,330.651,0.64946,0.68886,13939,0.045376,0.91461,0.71176,0.59334,352,251,121,170,0.67766,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946028_000280.jpg,data_pause\images_crop\1762560946028_000280.jpg,data_pause\masks\1762560946028_000280.png,data_pause\overlays\1762560946028_000280.jpg
1762560946113_000281,1762560946.113,640,480,410.476,327.604,0.64137,0.68251,13274,0.04321,0.90837,0.73333,0.59475,348,250,121,165,0.66486,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946113_000281.jpg,data_pause\images_crop\1762560946113_000281.jpg,data_pause\masks\1762560946113_000281.png,data_pause\overlays\1762560946113_000281.jpg
1762560946200_000282,1762560946.2,640,480,406.935,325.82,0.63584,0.67879,12822,0.041738,0.90618,0.73006,0.53184,345,250,119,163,0.66103,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946200_000282.jpg,data_pause\images_crop\1762560946200_000282.jpg,data_pause\masks\1762560946200_000282.png,data_pause\overlays\1762560946200_000282.jpg
1762560946300_000283,1762560946.3,640,480,404.544,327.739,0.6321,0.68279,12469,0.040589,0.90885,0.71779,0.59166,342,251,117,163,0.65382,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946300_000283.jpg,data_pause\images_crop\1762560946300_000283.jpg,data_pause\masks\1762560946300_000283.png,data_pause\overlays\1762560946300_000283.jpg
1762560946401_000284,1762560946.401,640,480,401.68,327.495,0.62763,0.68228,12070,0.039292,0.88474,0.7205,0.48601,341,253,116,161,0.64631,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946401_000284.jpg,data_pause\images_crop\1762560946401_000284.jpg,data_pause\masks\1762560946401_000284.png,data_pause\overlays\1762560946401_000284.jpg
1762560946492_000285,1762560946.492,640,480,402.513,328.376,0.62893,0.68412,12004,0.039076,0.89206,0.73585,0.49941,341,253,117,159,0.64527,YCrCb,1,mediapipe,1,Point,pause,data_pause\images_raw\1762560946492_000285.jpg,data_pause\images_crop\1762560946492_000285.jpg,data_pause\masks\1762560946492_000285.png,data_pause\overlays\1762560946492_000285.jpg
1762560946583_000286,1762560946.583,640,480,400.805,326.46,0.62626,0.68012,11622,0.037832,0.86518,0.74684,0.48595,340,253,118,158,0.62336,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946583_000286.jpg,data_pause\images_crop\1762560946583_000286.jpg,data_pause\masks\1762560946583_000286.png,data_pause\overlays\1762560946583_000286.jpg
1762560946672_000287,1762560946.672,640,480,401.062,325.864,0.62666,0.67888,11646,0.037912,0.88701,0.73885,0.51905,340,253,116,157,0.6395,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946672_000287.jpg,data_pause\images_crop\1762560946672_000287.jpg,data_pause\masks\1762560946672_000287.png,data_pause\overlays\1762560946672_000287.jpg
1762560946761_000288,1762560946.761,640,480,401.601,326.846,0.6275,0.68093,11919,0.0388,0.89378,0.73585,0.53861,340,252,117,159,0.64073,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946761_000288.jpg,data_pause\images_crop\1762560946761_000288.jpg,data_pause\masks\1762560946761_000288.png,data_pause\overlays\1762560946761_000288.jpg
1762560946851_000289,1762560946.851,640,480,402.674,328.0,0.62918,0.68333,11847,0.038564,0.89604,0.74522,0.53992,341,255,117,157,0.64495,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946851_000289.jpg,data_pause\images_crop\1762560946851_000289.jpg,data_pause\masks\1762560946851_000289.png,data_pause\overlays\1762560946851_000289.jpg
1762560946939_000290,1762560946.939,640,480,405.181,328.456,0.6331,0.68428,12258,0.039904,0.90696,0.74684,0.57587,342,255,118,158,0.6575,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560946939_000290.jpg,data_pause\images_crop\1762560946939_000290.jpg,data_pause\masks\1762560946939_000290.png,data_pause\overlays\1762560946939_000290.jpg
1762560947029_000291,1762560947.029,640,480,408.365,329.35,0.63807,0.68615,12997,0.04231,0.90201,0.7439,0.58873,344,253,122,164,0.64962,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947029_000291.jpg,data_pause\images_crop\1762560947029_000291.jpg,data_pause\masks\1762560947029_000291.png,data_pause\overlays\1762560947029_000291.jpg
1762560947117_000292,1762560947.117,640,480,414.407,327.93,0.64751,0.68319,13377,0.043545,0.89682,0.74251,0.51913,349,249,124,167,0.64598,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947117_000292.jpg,data_pause\images_crop\1762560947117_000292.jpg,data_pause\masks\1762560947117_000292.png,data_pause\overlays\1762560947117_000292.jpg
1762560947204_000293,1762560947.204,640,480,420.564,325.471,0.65713,0.67806,14291,0.04652,0.91275,0.75148,0.5986,354,246,127,169,0.66584,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947204_000293.jpg,data_pause\images_crop\1762560947204_000293.jpg,data_pause\masks\1762560947204_000293.png,data_pause\overlays\1762560947204_000293.jpg
1762560947294_000294,1762560947.294,640,480,429.18,322.81,0.67059,0.67252,15568,0.050677,0.92855,0.74138,0.64187,360,241,129,174,0.69358,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947294_000294.jpg,data_pause\images_crop\1762560947294_000294.jpg,data_pause\masks\1762560947294_000294.png,data_pause\overlays\1762560947294_000294.jpg
1762560947384_000295,1762560947.384,640,480,433.862,322.985,0.67791,0.67289,16778,0.054618,0.92904,0.7337,0.61973,362,235,135,184,0.67546,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947384_000295.jpg,data_pause\images_crop\1762560947384_000295.jpg,data_pause\masks\1762560947384_000295.png,data_pause\overlays\1762560947384_000295.jpg
1762560947476_000296,1762560947.476,640,480,436.736,323.908,0.6824,0.67481,17685,0.057568,0.93413,0.78453,0.63013,361,239,142,181,0.68808,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947476_000296.jpg,data_pause\images_crop\1762560947476_000296.jpg,data_pause\masks\1762560947476_000296.png,data_pause\overlays\1762560947476_000296.jpg
1762560947566_000297,1762560947.566,640,480,438.685,324.552,0.68545,0.67615,18638,0.060671,0.92067,0.78307,0.5364,360,235,148,189,0.66631,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947566_000297.jpg,data_pause\images_crop\1762560947566_000297.jpg,data_pause\masks\1762560947566_000297.png,data_pause\overlays\1762560947566_000297.jpg
1762560947654_000298,1762560947.654,640,480,441.643,322.646,0.69007,0.67218,19275,0.062746,0.92551,0.79255,0.54963,362,235,149,188,0.68812,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947654_000298.jpg,data_pause\images_crop\1762560947654_000298.jpg,data_pause\masks\1762560947654_000298.png,data_pause\overlays\1762560947654_000298.jpg
1762560947743_000299,1762560947.743,640,480,448.016,319.111,0.70002,0.66481,20612,0.067098,0.92624,0.79487,0.63985,364,227,155,195,0.68197,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947743_000299.jpg,data_pause\images_crop\1762560947743_000299.jpg,data_pause\masks\1762560947743_000299.png,data_pause\overlays\1762560947743_000299.jpg
1762560947831_000300,1762560947.831,640,480,450.736,312.058,0.70428,0.65012,21321,0.069404,0.91548,0.81726,0.54353,366,219,161,197,0.67223,YCrCb,0,mediapipe,1,Fist,pause,data_pause\images_raw\1762560947831_000300.jpg,data_pause\images_crop\1762560947831_000300.jpg,data_pause\masks\1762560947831_000300.png,data_pause\overlays\1762560947831_000300.jpg
1762560967262_000001,1762560967.262,640,480,467.149,319.058,0.72992,0.6647,25333,0.082464,0.70562,0.93574,0.19636,351,156,233,249,0.43665,YCrCb,3,mediapipe,1,Three,vol_up,data_vol_up\images_raw\1762560967262_000001.jpg,data_vol_up\images_crop\1762560967262_000001.jpg,data_vol_up\masks\1762560967262_000001.png,data_vol_up\overlays\1762560967262_000001.jpg
1762560967358_000002,1762560967.358,640,480,465.032,314.307,0.72661,0.65481,25406,0.082702,0.69209,0.95635,0.22646,345,149,241,252,0.41833,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560967358_000002.jpg,data_vol_up\images_crop\1762560967358_000002.jpg,data_vol_up\masks\1762560967358_000002.png,data_vol_up\overlays\1762560967358_000002.jpg
1762560967441_000003,1762560967.441,640,480,466.064,317.928,0.72822,0.66235,25268,0.082253,0.70938,0.97211,0.25538,342,151,244,251,0.41258,YCrCb,1,mediapipe,1,Point,vol_up,data_vol_up\images_raw\1762560967441_000003.jpg,data_vol_up\images_crop\1762560967441_000003.jpg,data_vol_up\masks\1762560967441_000003.png,data_vol_up\overlays\1762560967441_000003.jpg
1762560967521_000004,1762560967.521,640,480,463.117,317.21,0.72362,0.66085,25255,0.082212,0.71301,0.94071,0.26883,341,150,238,253,0.41943,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560967521_000004.jpg,data_vol_up\images_crop\1762560967521_000004.jpg,data_vol_up\masks\1762560967521_000004.png,data_vol_up\overlays\1762560967521_000004.jpg
1762560967598_000005,1762560967.598,640,480,460.471,316.167,0.71949,0.65868,24737,0.080524,0.69965,0.94862,0.31629,338,149,240,253,0.40739,YCrCb,1,mediapipe,1,Point,vol_up,data_vol_up\images_raw\1762560967598_000005.jpg,data_vol_up\images_crop\1762560967598_000005.jpg,data_vol_up\masks\1762560967598_000005.png,data_vol_up\overlays\1762560967598_000005.jpg
1762560967681_000006,1762560967.681,640,480,458.231,312.256,0.71599,0.65053,24485,0.079704,0.70006,0.96,0.30503,335,147,240,250,0.40808,YCrCb,1,mediapipe,1,Point,vol_up,data_vol_up\images_raw\1762560967681_000006.jpg,data_vol_up\images_crop\1762560967681_000006.jpg,data_vol_up\masks\1762560967681_000006.png,data_vol_up\overlays\1762560967681_000006.jpg
1762560967767_000007,1762560967.767,640,480,458.792,311.24,0.71686,0.64842,24437,0.079548,0.70259,0.964,0.30636,335,146,241,250,0.40559,YCrCb,1,mediapipe,1,Point,vol_up,data_vol_up\images_raw\1762560967767_000007.jpg,data_vol_up\images_crop\1762560967767_000007.jpg,data_vol_up\masks\1762560967767_000007.png,data_vol_up\overlays\1762560967767_000007.jpg
1762560967854_000008,1762560967.854,640,480,456.871,311.977,0.71386,0.64995,24939,0.081183,0.71207,0.964,0.24835,335,146,241,250,0.41393,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560967854_000008.jpg,data_vol_up\images_crop\1762560967854_000008.jpg,data_vol_up\masks\1762560967854_000008.png,data_vol_up\overlays\1762560967854_000008.jpg
1762560967932_000009,1762560967.932,640,480,456.368,312.683,0.71307,0.65142,25075,0.081624,0.71388,0.968,0.26843,335,146,242,250,0.41446,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560967932_000009.jpg,data_vol_up\images_crop\1762560967932_000009.jpg,data_vol_up\masks\1762560967932_000009.png,data_vol_up\overlays\1762560967932_000009.jpg
1762560968008_000010,1762560968.008,640,480,457.555,311.701,0.71493,0.64938,24365,0.079315,0.69674,0.96016,0.30178,335,145,241,251,0.4028,YCrCb,1,mediapipe,1,Point,vol_up,data_vol_up\images_raw\1762560968008_000010.jpg,data_vol_up\images_crop\1762560968008_000010.jpg,data_vol_up\masks\1762560968008_000010.png,data_vol_up\overlays\1762560968008_000010.jpg
1762560968086_000011,1762560968.086,640,480,458.013,315.282,0.71565,0.65684,25023,0.081457,0.72259,0.94821,0.2705,338,148,238,251,0.41889,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968086_000011.jpg,data_vol_up\images_crop\1762560968086_000011.jpg,data_vol_up\masks\1762560968086_000011.png,data_vol_up\overlays\1762560968086_000011.jpg
1762560968167_000012,1762560968.167,640,480,458.443,320.075,0.71632,0.66682,25190,0.082,0.72053,0.95219,0.24916,338,154,239,251,0.41992,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968167_000012.jpg,data_vol_up\images_crop\1762560968167_000012.jpg,data_vol_up\masks\1762560968167_000012.png,data_vol_up\overlays\1762560968167_000012.jpg
1762560968254_000013,1762560968.254,640,480,459.385,326.044,0.71779,0.67926,25206,0.082051,0.71448,0.92913,0.27866,340,157,236,254,0.42049,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968254_000013.jpg,data_vol_up\images_crop\1762560968254_000013.jpg,data_vol_up\masks\1762560968254_000013.png,data_vol_up\overlays\1762560968254_000013.jpg
1762560968337_000014,1762560968.337,640,480,457.082,330.306,0.71419,0.68814,25846,0.084134,0.68982,0.90347,0.2433,339,161,234,259,0.42646,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968337_000014.jpg,data_vol_up\images_crop\1762560968337_000014.jpg,data_vol_up\masks\1762560968337_000014.png,data_vol_up\overlays\1762560968337_000014.jpg
1762560968420_000015,1762560968.42,640,480,454.858,334.892,0.71072,0.69769,25626,0.083418,0.6936,0.91016,0.24838,337,169,233,256,0.42962,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968420_000015.jpg,data_vol_up\images_crop\1762560968420_000015.jpg,data_vol_up\masks\1762560968420_000015.png,data_vol_up\overlays\1762560968420_000015.jpg
1762560968502_000016,1762560968.502,640,480,454.897,346.771,0.71078,0.72244,25915,0.08436,0.68806,0.9112,0.25421,335,179,236,259,0.42398,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968502_000016.jpg,data_vol_up\images_crop\1762560968502_000016.jpg,data_vol_up\masks\1762560968502_000016.png,data_vol_up\overlays\1762560968502_000016.jpg
1762560968591_000017,1762560968.591,640,480,457.476,352.893,0.71481,0.73519,25983,0.084582,0.6863,0.89615,0.253,341,183,233,260,0.42891,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968591_000017.jpg,data_vol_up\images_crop\1762560968591_000017.jpg,data_vol_up\masks\1762560968591_000017.png,data_vol_up\overlays\1762560968591_000017.jpg
1762560968674_000018,1762560968.674,640,480,461.668,360.381,0.72136,0.75079,26266,0.085501,0.68971,0.90421,0.26663,341,191,236,261,0.42642,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968674_000018.jpg,data_vol_up\images_crop\1762560968674_000018.jpg,data_vol_up\masks\1762560968674_000018.png,data_vol_up\overlays\1762560968674_000018.jpg
1762560968771_000019,1762560968.771,640,480,462.565,363.529,0.72276,0.75735,26282,0.085555,0.68314,0.90038,0.26382,345,193,235,261,0.42851,YCrCb,2,mediapipe,1,Peace,vol_up,data_vol_up\images_raw\1762560968771_000019.jpg,data_vol_up\images_crop\1762560968771_000019.jpg,data_vol_up\masks\1762560968771_000019.png,data_vol_up\overlays\1762560968771_000019.jpg
